t_epoch_s,dt_ms,hz,x_mm,y_mm,z_mm,rz_deg,ry_deg,rx_deg
956702355.200433,66.664,15.00,-126.617,513.819,245.888,-136.745,0.006,179.993
956702355.267096,66.663,15.00,-126.772,513.687,246.573,-136.974,0.006,179.993
956702355.333773,66.677,15.00,-126.997,513.506,247.256,-137.221,0.006,179.993
956702355.400439,66.666,15.00,-127.268,513.292,247.911,-137.476,0.006,179.993
956702355.467098,66.659,15.00,-127.563,513.061,248.523,-137.724,0.006,179.993
956702355.533773,66.675,15.00,-127.894,512.804,249.136,-137.984,0.006,179.993
956702355.600439,66.666,15.00,-128.242,512.537,249.732,-138.244,0.006,179.993
956702355.667098,66.659,15.00,-128.585,512.272,250.296,-138.492,0.006,179.993
956702355.733779,66.681,15.00,-128.946,511.994,250.883,-138.750,0.006,179.993
956702355.800545,66.766,14.98,-129.304,511.713,251.471,-139.007,0.005,179.993
956702355.867099,66.554,15.03,-129.656,511.434,252.065,-139.261,0.005,179.993
956702355.933774,66.675,15.00,-129.981,511.171,252.644,-139.500,0.005,179.993
956702356.000433,66.659,15.00,-130.302,510.906,253.259,-139.743,0.005,179.993
956702356.067099,66.666,15.00,-130.588,510.662,253.864,-139.972,0.006,179.993
956702356.135484,68.385,14.62,-130.861,510.420,254.513,-140.205,0.006,179.993
956702356.200429,64.945,15.40,-131.103,510.194,255.173,-140.428,0.005,179.993
956702356.267290,66.861,14.96,-131.305,510.001,255.827,-140.635,0.005,179.993
956702356.335102,67.812,14.75,-131.481,509.818,256.527,-140.840,0.005,179.993
956702356.401201,66.099,15.13,-131.620,509.663,257.240,-141.035,0.005,179.993
956702356.467097,65.896,15.18,-131.719,509.537,257.931,-141.209,0.005,179.992
956702356.533771,66.674,15.00,-131.790,509.429,258.663,-141.379,0.005,179.992
956702356.600434,66.663,15.00,-131.829,509.342,259.396,-141.537,0.005,179.992
956702356.667101,66.667,15.00,-131.840,509.276,260.106,-141.679,0.005,179.992
956702356.733783,66.682,15.00,-131.828,509.229,260.847,-141.817,0.005,179.992
956702356.800431,66.648,15.00,-131.799,509.191,261.588,-141.946,0.005,179.993
956702356.867100,66.669,15.00,-131.757,509.167,262.297,-142.062,0.005,179.992
956702356.933773,66.673,15.00,-131.704,509.144,263.038,-142.177,0.005,179.992
956702357.000435,66.662,15.00,-131.644,509.128,263.779,-142.288,0.005,179.992
956702357.067099,66.664,15.00,-131.584,509.112,264.486,-142.392,0.005,179.992
956702357.133773,66.674,15.00,-131.524,509.091,265.226,-142.498,0.005,179.992
956702357.200437,66.664,15.00,-131.469,509.069,265.966,-142.604,0.005,179.992
956702357.267100,66.663,15.00,-131.420,509.038,266.674,-142.705,0.005,179.992
956702357.334012,66.912,14.94,-131.381,509.002,267.411,-142.812,0.005,179.992
956702357.400443,66.431,15.05,-131.352,508.952,268.152,-142.922,0.005,179.992
956702357.467101,66.658,15.00,-131.339,508.897,268.800,-143.021,0.005,179.992
956702357.533772,66.671,15.00,-131.337,508.831,269.541,-143.138,0.005,179.992
956702357.601245,67.473,14.82,-131.350,508.749,270.280,-143.259,0.005,179.992
956702357.667099,65.854,15.19,-131.378,508.659,270.983,-143.379,0.005,179.992
956702357.733774,66.675,15.00,-131.422,508.555,271.713,-143.509,0.005,179.992
956702357.800438,66.664,15.00,-131.484,508.439,272.444,-143.645,0.005,179.992
956702357.867098,66.660,15.00,-131.558,508.316,273.142,-143.781,0.005,179.992
956702357.933773,66.675,15.00,-131.650,508.172,273.867,-143.927,0.005,179.992
956702358.000434,66.661,15.00,-131.755,508.024,274.583,-144.078,0.005,179.992
956702358.067100,66.666,15.00,-131.869,507.868,275.268,-144.228,0.005,179.992
956702358.133775,66.675,15.00,-131.999,507.702,275.979,-144.388,0.005,179.992
956702358.200544,66.769,14.98,-132.138,507.526,276.688,-144.552,0.005,179.992
956702358.267104,66.560,15.02,-132.280,507.355,277.364,-144.712,0.005,179.992
956702358.333778,66.674,15.00,-132.435,507.170,278.064,-144.881,0.005,179.992
956702358.400440,66.662,15.00,-132.595,506.989,278.765,-145.052,0.005,179.992
956702358.467099,66.659,15.00,-132.750,506.809,279.438,-145.218,0.005,179.992
956702358.533775,66.676,15.00,-132.914,506.627,280.139,-145.390,0.005,179.991
956702358.600436,66.661,15.00,-133.075,506.444,280.836,-145.562,0.005,179.992
956702358.667101,66.665,15.00,-133.227,506.276,281.510,-145.727,0.005,179.991
956702358.733774,66.673,15.00,-133.380,506.100,282.214,-145.896,0.005,179.992
956702358.800435,66.661,15.00,-133.526,505.936,282.922,-146.062,0.005,179.991
956702358.867113,66.678,15.00,-133.661,505.775,283.635,-146.225,0.005,179.991
956702358.933919,66.806,14.97,-133.773,505.639,284.295,-146.370,0.005,179.992
956702359.000436,66.517,15.03,-133.881,505.504,285.017,-146.523,0.005,179.991
956702359.067102,66.666,15.00,-133.969,505.385,285.712,-146.663,0.005,179.992
956702359.133776,66.674,15.00,-134.040,505.276,286.443,-146.802,0.005,179.992
956702359.200436,66.660,15.00,-134.093,505.182,287.176,-146.932,0.005,179.992
956702359.267101,66.665,15.00,-134.123,505.105,287.885,-147.050,0.005,179.992
956702359.333778,66.677,15.00,-134.131,505.048,288.593,-147.159,0.005,179.992
956702359.400438,66.660,15.00,-134.118,505.001,289.334,-147.263,0.004,179.992
956702359.467102,66.664,15.00,-134.085,504.976,290.048,-147.355,0.005,179.991
956702359.533776,66.674,15.00,-134.029,504.955,290.787,-147.442,0.004,179.992
956702359.600434,66.658,15.00,-133.956,504.953,291.523,-147.521,0.004,179.992
956702359.667104,66.670,15.00,-133.871,504.959,292.228,-147.591,0.004,179.992
956702359.733776,66.672,15.00,-133.768,504.972,292.964,-147.658,0.004,179.992
956702359.800446,66.670,15.00,-133.657,504.992,293.697,-147.720,0.004,179.992
956702359.867106,66.660,15.00,-133.544,505.005,294.400,-147.778,0.004,179.992
956702359.933774,66.668,15.00,-133.424,505.021,295.130,-147.837,0.004,179.992
956702360.000434,66.660,15.00,-133.306,505.032,295.862,-147.899,0.004,179.992
956702360.067103,66.669,15.00,-133.198,505.034,296.564,-147.960,0.004,179.992
956702360.133776,66.673,15.00,-133.095,505.019,297.303,-148.031,0.004,179.992
956702360.200439,66.663,15.00,-133.006,504.994,298.039,-148.108,0.004,179.992
956702360.268847,68.408,14.62,-132.935,504.951,298.747,-148.190,0.004,179.992
956702360.333776,64.929,15.40,-132.877,504.889,299.481,-148.284,0.004,179.992
956702360.400438,66.662,15.00,-132.836,504.810,300.219,-148.388,0.004,179.992
956702360.467105,66.667,15.00,-132.814,504.721,300.926,-148.495,0.004,179.992
956702360.533776,66.671,15.00,-132.807,504.614,301.657,-148.615,0.004,179.992
956702360.600437,66.661,15.00,-132.815,504.488,302.390,-148.742,0.004,179.992
956702360.667099,66.662,15.00,-132.836,504.363,303.092,-148.870,0.004,179.992
956702360.733775,66.676,15.00,-132.869,504.226,303.818,-149.009,0.004,179.992
956702360.800444,66.669,15.00,-132.913,504.077,304.543,-149.153,0.004,179.992
956702360.867109,66.665,15.00,-132.964,503.934,305.242,-149.295,0.004,179.992
956702360.933776,66.667,15.00,-133.024,503.774,305.961,-149.445,0.004,179.992
956702361.000437,66.661,15.00,-133.091,503.611,306.685,-149.600,0.004,179.992
956702361.067102,66.665,15.00,-133.159,503.457,307.374,-149.750,0.004,179.993
956702361.133777,66.675,15.00,-133.236,503.290,308.096,-149.908,0.004,179.993
956702361.200437,66.660,15.00,-133.314,503.123,308.813,-150.067,0.004,179.993
956702361.267103,66.666,15.00,-133.391,502.968,309.503,-150.221,0.004,179.992
956702361.333777,66.674,15.00,-133.471,502.803,310.221,-150.382,0.004,179.992
956702361.400435,66.658,15.00,-133.551,502.644,310.939,-150.543,0.004,179.992
956702361.467101,66.666,15.00,-133.628,502.488,311.633,-150.699,0.004,179.992
956702361.533777,66.676,15.00,-133.705,502.334,312.353,-150.860,0.004,179.992
956702361.601243,67.466,14.82,-133.779,502.179,313.076,-151.022,0.003,179.993
956702361.667101,65.858,15.18,-133.845,502.042,313.742,-151.170,0.004,179.992
956702361.733778,66.677,15.00,-133.911,501.893,314.470,-151.330,0.004,179.992
956702361.800432,66.654,15.00,-133.976,501.747,315.225,-151.495,0.004,179.992
956702361.867102,66.670,15.00,-134.031,501.612,315.925,-151.646,0.004,179.992
956702361.933779,66.677,15.00,-134.082,501.479,316.650,-151.801,0.004,179.992
956702362.000553,66.774,14.98,-134.127,501.353,317.381,-151.956,0.004,179.992
956702362.067104,66.551,15.03,-134.162,501.232,318.083,-152.102,0.004,179.992
956702362.133777,66.673,15.00,-134.194,501.113,318.814,-152.252,0.004,179.992
956702362.200439,66.662,15.00,-134.217,501.001,319.547,-152.400,0.004,179.992
956702362.267104,66.665,15.00,-134.233,500.899,320.253,-152.541,0.004,179.992
956702362.333780,66.676,15.00,-134.242,500.796,320.988,-152.685,0.003,179.992
956702362.400434,66.654,15.00,-134.244,500.700,321.726,-152.827,0.004,179.992
956702362.467104,66.670,15.00,-134.240,500.613,322.432,-152.961,0.004,179.991
956702362.533777,66.673,15.00,-134.228,500.527,323.170,-153.099,0.004,179.991
956702362.600437,66.660,15.00,-134.210,500.444,323.906,-153.234,0.004,179.991
956702362.667105,66.668,15.00,-134.187,500.370,324.614,-153.363,0.004,179.991
956702362.733778,66.673,15.00,-134.155,500.295,325.350,-153.495,0.003,179.992
956702362.800438,66.660,15.00,-134.119,500.223,326.090,-153.625,0.003,179.992
956702362.867101,66.663,15.00,-134.079,500.157,326.796,-153.748,0.003,179.992
956702362.933913,66.812,14.97,-134.034,500.092,327.532,-153.875,0.003,179.992
956702363.002380,68.467,14.61,-133.984,500.028,328.273,-154.001,0.003,179.991
956702363.067106,64.726,15.45,-133.933,499.968,328.978,-154.121,0.003,179.992
956702363.133777,66.671,15.00,-133.875,499.907,329.714,-154.244,0.003,179.991
956702363.200546,66.769,14.98,-133.816,499.852,330.455,-154.368,0.003,179.991
956702363.267198,66.652,15.00,-133.756,499.797,331.159,-154.486,0.003,179.992
956702363.333775,66.577,15.02,-133.695,499.740,331.895,-154.608,0.003,179.992
956702363.403071,69.296,14.43,-133.631,499.682,332.638,-154.732,0.003,179.992
956702363.467113,64.042,15.61,-133.572,499.624,333.344,-154.849,0.003,179.992
956702363.533780,66.667,15.00,-133.510,499.566,334.080,-154.972,0.003,179.991
956702363.600439,66.659,15.00,-133.448,499.506,334.816,-155.096,0.003,179.991
956702363.667104,66.665,15.00,-133.391,499.452,335.527,-155.216,0.003,179.991
956702363.733778,66.674,15.00,-133.334,499.389,336.265,-155.342,0.003,179.991
956702363.800442,66.664,15.00,-133.278,499.326,337.001,-155.469,0.003,179.992
956702363.867105,66.663,15.00,-133.226,499.264,337.707,-155.592,0.003,179.991
956702363.933779,66.674,15.00,-133.177,499.195,338.441,-155.722,0.003,179.992
956702364.000439,66.660,15.00,-133.129,499.124,339.181,-155.854,0.003,179.991
956702364.067111,66.672,15.00,-133.087,499.054,339.892,-155.984,0.003,179.991
956702364.135485,68.374,14.63,-133.047,498.977,340.631,-156.121,0.003,179.991
956702364.200435,64.950,15.40,-133.011,498.897,341.365,-156.261,0.003,179.991
956702364.267365,66.930,14.94,-132.981,498.819,342.076,-156.398,0.003,179.991
956702364.335081,67.716,14.77,-132.953,498.734,342.812,-156.545,0.003,179.991
956702364.401201,66.120,15.12,-132.931,498.645,343.548,-156.696,0.003,179.991
956702364.467106,65.905,15.17,-132.915,498.556,344.255,-156.845,0.003,179.991
956702364.533777,66.671,15.00,-132.902,498.460,344.994,-157.006,0.003,179.991
956702364.600441,66.664,15.00,-132.897,498.355,345.726,-157.173,0.003,179.991
956702364.667108,66.667,15.00,-132.899,498.251,346.431,-157.340,0.003,179.991
956702364.733778,66.670,15.00,-132.908,498.140,347.160,-157.521,0.003,179.991
956702364.800446,66.668,15.00,-132.924,498.035,347.804,-157.689,0.003,179.991
956702364.867107,66.661,15.00,-132.948,497.910,348.507,-157.882,0.003,179.991
956702364.933783,66.676,15.00,-132.984,497.775,349.234,-158.095,0.003,179.991
956702365.000446,66.663,15.00,-133.031,497.637,349.931,-158.312,0.003,179.991
956702365.067111,66.665,15.00,-133.089,497.489,350.626,-158.540,0.003,179.990
956702365.133781,66.670,15.00,-133.162,497.320,351.346,-158.792,0.003,179.990
956702365.200445,66.664,15.00,-133.250,497.140,352.060,-159.058,0.003,179.990
956702365.267107,66.662,15.00,-133.343,496.969,352.713,-159.314,0.003,179.990
956702365.333780,66.673,15.00,-133.450,496.784,353.361,-159.582,0.003,179.991
956702365.400443,66.663,15.00,-133.564,496.595,353.977,-159.848,0.003,179.991
956702365.467105,66.662,15.00,-133.680,496.411,354.550,-160.105,0.003,179.990
956702365.533785,66.680,15.00,-133.807,496.221,355.121,-160.372,0.003,179.990
956702365.600453,66.668,15.00,-133.922,496.054,355.609,-160.606,0.003,179.990
956702365.667197,66.744,14.98,-134.024,495.901,356.025,-160.811,0.003,179.990
956702365.733780,66.583,15.02,-134.168,495.702,356.579,-161.090,0.003,179.990
956702365.800441,66.661,15.00,-134.308,495.508,357.100,-161.358,0.003,179.990
956702365.867106,66.665,15.00,-134.443,495.321,357.590,-161.614,0.002,179.990
956702365.933781,66.675,15.00,-134.582,495.127,358.097,-161.882,0.002,179.991
956702366.000443,66.662,15.00,-134.720,494.933,358.602,-162.149,0.003,179.990
956702366.067105,66.662,15.00,-134.851,494.753,359.078,-162.405,0.002,179.990
956702366.133822,66.717,14.99,-134.990,494.558,359.597,-162.684,0.002,179.990
956702366.200442,66.620,15.01,-135.118,494.372,360.091,-162.951,0.002,179.991
956702366.267108,66.666,15.00,-135.241,494.187,360.590,-163.219,0.002,179.991
956702366.333780,66.672,15.00,-135.359,494.011,361.087,-163.487,0.002,179.991
956702366.400443,66.663,15.00,-135.471,493.834,361.586,-163.755,0.002,179.991
956702366.467109,66.666,15.00,-135.575,493.663,362.090,-164.022,0.002,179.991
956702366.533780,66.671,15.00,-135.666,493.507,362.572,-164.279,0.002,179.991
956702366.600440,66.660,15.00,-135.752,493.347,363.079,-164.545,0.002,179.991
956702366.667106,66.666,15.00,-135.824,493.208,363.552,-164.792,0.002,179.991
956702366.733784,66.678,15.00,-135.890,493.058,364.071,-165.059,0.002,179.991
956702366.800441,66.657,15.00,-135.949,492.914,364.615,-165.337,0.002,179.991
956702366.868633,68.192,14.66,-135.991,492.783,365.122,-165.594,0.002,179.991
956702366.933991,65.358,15.30,-136.024,492.658,365.657,-165.862,0.002,179.991
956702367.000443,66.452,15.05,-136.046,492.541,366.195,-166.129,0.002,179.991
956702367.067108,66.665,15.00,-136.055,492.430,366.719,-166.385,0.002,179.991
956702367.133780,66.672,15.00,-136.053,492.326,367.268,-166.652,0.001,179.991
956702367.200444,66.664,15.00,-136.042,492.228,367.825,-166.920,0.001,179.991
956702367.267106,66.662,15.00,-136.021,492.142,368.361,-167.177,0.001,179.991
956702367.333784,66.678,15.00,-135.993,492.059,368.922,-167.444,0.001,179.991
956702367.400443,66.659,15.00,-135.959,491.981,369.487,-167.712,0.001,179.991
956702367.467107,66.664,15.00,-135.921,491.908,370.052,-167.979,0.001,179.990
956702367.533780,66.673,15.00,-135.886,491.840,370.588,-168.234,0.001,179.991
956702367.600441,66.661,15.00,-135.886,491.840,370.588,-168.234,0.001,179.991
956702367.667097,66.656,15.00,-135.886,491.840,370.588,-168.234,0.001,179.991
956702367.733775,66.678,15.00,-135.886,491.840,370.588,-168.234,0.001,179.991
956702423.786696,0.000,0.00,-126.995,512.510,180.759,-90.000,0.010,180.000
956702423.853562,66.866,14.96,-126.995,512.510,180.759,-90.000,0.010,180.000
956702423.920152,66.590,15.02,-126.972,512.515,180.756,-89.993,0.010,180.000
956702423.986832,66.680,15.00,-126.849,512.581,180.727,-89.962,0.010,180.000
956702424.053480,66.648,15.00,-126.730,512.667,180.716,-89.928,0.010,180.000
956702424.120146,66.666,15.00,-126.615,512.761,180.712,-89.892,0.010,180.000
956702424.188732,68.586,14.58,-126.504,512.851,180.720,-89.858,0.010,180.000
956702424.253483,64.751,15.44,-126.399,512.944,180.734,-89.822,0.010,180.000
956702424.320148,66.665,15.00,-126.291,513.042,180.755,-89.782,0.010,180.000
956702424.386817,66.669,15.00,-126.188,513.133,180.776,-89.742,0.010,180.000
956702424.453480,66.663,15.00,-126.082,513.238,180.802,-89.699,0.010,180.000
956702424.520153,66.673,15.00,-125.977,513.334,180.831,-89.655,0.010,180.000
956702424.586818,66.665,15.00,-125.877,513.431,180.862,-89.612,0.010,180.000
956702424.653480,66.662,15.00,-125.772,513.531,180.892,-89.566,0.010,180.000
956702424.720148,66.668,15.00,-125.668,513.627,180.922,-89.520,0.010,180.000
956702424.786818,66.670,15.00,-125.563,513.733,180.955,-89.473,0.010,180.000
956702424.853484,66.666,15.00,-125.455,513.832,180.988,-89.426,0.010,180.000
956702424.920149,66.665,15.00,-125.352,513.932,181.022,-89.379,0.010,180.000
956702424.986819,66.670,15.00,-125.254,514.028,181.055,-89.334,0.010,180.000
956702425.053479,66.660,15.00,-125.151,514.128,181.091,-89.288,0.010,180.000
956702425.120149,66.670,15.00,-125.048,514.231,181.129,-89.241,0.010,180.000
956702425.186819,66.670,15.00,-124.950,514.322,181.161,-89.196,0.010,180.000
956702425.253480,66.661,15.00,-124.847,514.423,181.200,-89.149,0.010,180.000
956702425.320150,66.670,15.00,-124.744,514.524,181.239,-89.101,0.010,180.000
956702425.386814,66.664,15.00,-124.642,514.624,181.277,-89.055,0.010,180.000
956702425.455988,69.174,14.46,-124.537,514.729,181.316,-89.006,0.010,180.000
956702425.521212,65.224,15.33,-124.434,514.824,181.356,-88.959,0.010,180.000
956702425.588857,67.645,14.78,-124.341,514.914,181.391,-88.917,0.010,180.000
956702425.653485,64.628,15.47,-124.240,515.012,181.430,-88.871,0.010,180.000
956702425.720151,66.666,15.00,-124.137,515.112,181.471,-88.823,0.010,180.000
956702425.786819,66.668,15.00,-124.034,515.211,181.512,-88.776,0.010,180.000
956702425.853505,66.686,15.00,-123.931,515.304,181.552,-88.728,0.010,180.000
956702425.920148,66.643,15.01,-123.828,515.400,181.590,-88.680,0.010,180.000
956702425.986816,66.668,15.00,-123.729,515.494,181.632,-88.634,0.010,180.000
956702426.053483,66.667,15.00,-123.623,515.590,181.674,-88.585,0.010,180.000
956702426.120150,66.667,15.00,-123.518,515.687,181.718,-88.537,0.010,180.000
956702426.186817,66.667,15.00,-123.416,515.774,181.759,-88.490,0.010,180.000
956702426.253481,66.664,15.00,-123.311,515.869,181.801,-88.441,0.010,180.000
956702426.320149,66.668,15.00,-123.205,515.962,181.843,-88.391,0.010,180.000
956702426.386819,66.670,15.00,-123.103,516.048,181.886,-88.344,0.011,180.000
956702426.453483,66.664,15.00,-122.995,516.138,181.929,-88.294,0.010,180.000
956702426.520148,66.665,15.00,-122.888,516.232,181.971,-88.244,0.010,180.000
956702426.586821,66.673,15.00,-122.784,516.313,182.013,-88.196,0.010,180.000
956702426.653482,66.661,15.00,-122.680,516.400,182.056,-88.147,0.010,180.000
956702426.720150,66.668,15.00,-122.569,516.492,182.099,-88.097,0.010,180.000
956702426.788298,68.148,14.67,-122.463,516.573,182.143,-88.047,0.010,180.000
956702426.853707,65.409,15.29,-122.355,516.661,182.188,-87.998,0.011,180.000
956702426.920151,66.444,15.05,-122.245,516.751,182.230,-87.947,0.011,180.000
956702426.986820,66.669,15.00,-122.138,516.830,182.272,-87.897,0.011,180.000
956702427.053486,66.666,15.00,-122.019,516.923,182.321,-87.842,0.011,180.000
956702427.120144,66.658,15.00,-121.915,517.005,182.360,-87.794,0.010,180.000
956702427.186810,66.666,15.00,-121.808,517.083,182.403,-87.744,0.010,180.000
956702427.253474,66.664,15.00,-121.695,517.168,182.449,-87.692,0.010,180.000
956702427.320143,66.669,15.00,-121.583,517.256,182.493,-87.640,0.011,180.000
956702427.386850,66.707,14.99,-121.474,517.333,182.535,-87.590,0.011,-180.000
956702427.453482,66.632,15.01,-121.365,517.413,182.578,-87.539,0.011,-180.000
956702427.520144,66.662,15.00,-121.250,517.500,182.622,-87.486,0.011,-180.000
956702427.586812,66.668,15.00,-121.139,517.577,182.666,-87.435,0.011,-180.000
956702427.653484,66.672,15.00,-121.024,517.660,182.710,-87.382,0.011,-180.000
956702427.720149,66.665,15.00,-120.906,517.738,182.756,-87.327,0.011,-180.000
956702427.786822,66.673,15.00,-120.789,517.819,182.800,-87.273,0.011,-180.000
956702427.853484,66.662,15.00,-120.669,517.896,182.843,-87.217,0.010,-180.000
956702427.920217,66.733,14.99,-120.552,517.973,182.887,-87.163,0.010,-180.000
956702427.986819,66.602,15.01,-120.436,518.051,182.929,-87.110,0.010,-180.000
956702428.053486,66.667,15.00,-120.314,518.125,182.974,-87.053,0.010,-180.000
956702428.120151,66.665,15.00,-120.194,518.197,183.020,-86.997,0.010,-180.000
956702428.188706,68.555,14.59,-120.074,518.270,183.063,-86.942,0.010,-180.000
956702428.253486,64.780,15.44,-119.952,518.346,183.109,-86.885,0.010,-180.000
956702428.320151,66.665,15.00,-119.830,518.416,183.153,-86.828,0.010,-180.000
956702428.386819,66.668,15.00,-119.709,518.479,183.196,-86.774,0.010,-180.000
956702428.453492,66.673,15.00,-119.585,518.550,183.237,-86.717,0.010,-180.000
956702428.520183,66.691,14.99,-119.460,518.617,183.282,-86.658,0.010,-180.000
956702428.586823,66.640,15.01,-119.336,518.682,183.324,-86.600,0.010,-180.000
956702428.653482,66.659,15.00,-119.211,518.744,183.366,-86.543,0.010,-180.000
956702428.720149,66.667,15.00,-119.092,518.799,183.409,-86.488,0.011,-180.000
956702428.786822,66.673,15.00,-118.969,518.858,183.450,-86.431,0.010,-180.000
956702428.853483,66.661,15.00,-118.840,518.914,183.494,-86.370,0.010,-180.000
956702428.920152,66.669,15.00,-118.708,518.968,183.536,-86.310,0.010,-180.000
956702428.986833,66.681,15.00,-118.583,519.023,183.578,-86.251,0.011,-180.000
956702429.053484,66.651,15.00,-118.451,519.072,183.621,-86.190,0.011,-180.000
956702429.120151,66.667,15.00,-118.317,519.121,183.664,-86.128,0.011,-180.000
956702429.186821,66.670,15.00,-118.187,519.164,183.705,-86.068,0.011,-180.000
956702429.253484,66.663,15.00,-118.051,519.206,183.746,-86.006,0.011,-180.000
956702429.320151,66.667,15.00,-117.915,519.244,183.788,-85.942,0.011,-180.000
956702429.386822,66.671,15.00,-117.782,519.280,183.829,-85.881,0.011,-180.000
956702429.455909,69.087,14.47,-117.639,519.314,183.871,-85.816,0.011,-180.000
956702429.521285,65.376,15.30,-117.503,519.342,183.911,-85.752,0.011,-180.000
956702429.588839,67.554,14.80,-117.366,519.370,183.951,-85.690,0.011,-180.000
956702429.653486,64.647,15.47,-117.231,519.394,183.991,-85.627,0.011,-180.000
956702429.720427,66.941,14.94,-117.094,519.417,184.029,-85.565,0.011,-180.000
956702429.786823,66.396,15.06,-116.959,519.436,184.068,-85.503,0.011,-180.000
956702429.853484,66.661,15.00,-116.818,519.454,184.108,-85.438,0.011,-180.000
956702429.920151,66.667,15.00,-116.674,519.470,184.150,-85.375,0.011,-179.999
956702429.986822,66.671,15.00,-116.537,519.482,184.187,-85.315,0.011,-179.999
956702430.053492,66.670,15.00,-116.393,519.485,184.223,-85.252,0.011,-179.999
956702430.120172,66.680,15.00,-116.249,519.490,184.263,-85.190,0.011,-179.999
956702430.186826,66.654,15.00,-116.111,519.484,184.300,-85.132,0.011,-179.999
956702430.253486,66.660,15.00,-115.973,519.479,184.336,-85.074,0.011,-179.999
956702430.320153,66.667,15.00,-115.831,519.472,184.371,-85.017,0.011,-179.999
956702430.386826,66.673,15.00,-115.701,519.457,184.402,-84.966,0.011,-179.999
956702430.453486,66.660,15.00,-115.557,519.435,184.437,-84.910,0.011,-179.999
956702430.520151,66.665,15.00,-115.414,519.410,184.473,-84.854,0.011,-179.999
956702430.586821,66.670,15.00,-115.277,519.377,184.505,-84.800,0.011,-179.999
956702430.653512,66.691,14.99,-115.139,519.334,184.542,-84.744,0.011,-179.999
956702430.720152,66.640,15.01,-115.002,519.288,184.578,-84.689,0.011,-179.999
956702430.788283,68.131,14.68,-114.873,519.227,184.617,-84.635,0.011,-179.999
956702430.853485,65.202,15.34,-114.751,519.161,184.654,-84.581,0.011,-179.999
956702430.920151,66.666,15.00,-114.634,519.070,184.693,-84.528,0.011,-179.999
956702430.986824,66.673,15.00,-114.536,518.973,184.732,-84.480,0.011,-179.999
956702431.053496,66.672,15.00,-114.452,518.857,184.773,-84.434,0.011,-179.999
956702431.120152,66.656,15.00,-114.391,518.724,184.815,-84.396,0.011,-179.999
956702431.186827,66.675,15.00,-114.360,518.586,184.852,-84.367,0.011,-179.999
956702431.253484,66.657,15.00,-114.354,518.442,184.888,-84.347,0.011,-179.999
956702431.320151,66.667,15.00,-114.371,518.295,184.922,-84.338,0.011,-179.999
956702431.386826,66.675,15.00,-114.410,518.159,184.949,-84.338,0.010,-179.999
956702431.453486,66.660,15.00,-114.469,518.018,184.979,-84.345,0.010,-179.999
956702431.520151,66.665,15.00,-114.541,517.888,185.002,-84.359,0.010,-179.999
956702431.586838,66.687,15.00,-114.620,517.767,185.026,-84.379,0.010,-179.999
956702431.653486,66.648,15.00,-114.701,517.654,185.045,-84.402,0.010,-179.999
956702431.720153,66.667,15.00,-114.793,517.537,185.067,-84.431,0.010,-179.999
956702431.786825,66.672,15.00,-114.885,517.426,185.086,-84.461,0.010,-179.999
956702431.853485,66.660,15.00,-114.981,517.312,185.105,-84.497,0.010,-179.999
956702431.920152,66.667,15.00,-115.079,517.201,185.123,-84.534,0.010,-179.999
956702431.986826,66.674,15.00,-115.175,517.095,185.141,-84.572,0.010,-179.999
956702432.055489,68.663,14.56,-115.277,516.983,185.159,-84.615,0.010,-179.999
956702432.120545,65.056,15.37,-115.377,516.876,185.176,-84.656,0.010,-179.999
956702432.190530,69.985,14.29,-115.479,516.765,185.193,-84.701,0.010,-179.999
956702432.253483,62.953,15.88,-115.575,516.663,185.209,-84.743,0.011,-179.999
956702432.320152,66.669,15.00,-115.671,516.562,185.223,-84.786,0.010,-179.999
956702432.387066,66.914,14.94,-115.771,516.456,185.241,-84.831,0.011,-179.999
956702432.453487,66.421,15.06,-115.875,516.351,185.256,-84.877,0.011,-179.999
956702432.520152,66.665,15.00,-115.979,516.242,185.273,-84.924,0.011,-179.999
956702432.586826,66.674,15.00,-116.079,516.142,185.289,-84.969,0.010,-179.999
956702432.653486,66.660,15.00,-116.183,516.034,185.311,-85.017,0.011,-179.999
956702432.720152,66.666,15.00,-116.287,515.930,185.329,-85.064,0.011,-179.999
956702432.786827,66.675,15.00,-116.387,515.828,185.348,-85.110,0.011,-179.999
956702432.853488,66.661,15.00,-116.491,515.721,185.369,-85.158,0.011,-179.999
956702432.920153,66.665,15.00,-116.595,515.613,185.389,-85.206,0.010,-179.999
956702432.986826,66.673,15.00,-116.694,515.510,185.410,-85.252,0.010,-179.999
956702433.053492,66.666,15.00,-116.798,515.403,185.431,-85.300,0.010,-180.000
956702433.120155,66.663,15.00,-116.902,515.296,185.455,-85.348,0.010,-180.000
956702433.186825,66.670,15.00,-117.002,515.197,185.476,-85.394,0.010,-180.000
956702433.253488,66.663,15.00,-117.105,515.086,185.499,-85.442,0.010,-180.000
956702433.320154,66.666,15.00,-117.209,514.985,185.522,-85.490,0.010,-180.000
956702433.386825,66.671,15.00,-117.309,514.881,185.545,-85.536,0.010,-180.000
956702433.453492,66.667,15.00,-117.410,514.779,185.570,-85.584,0.010,-180.000
956702433.522222,68.730,14.55,-117.516,514.674,185.595,-85.631,0.010,-180.000
956702433.586824,64.602,15.48,-117.615,514.572,185.622,-85.678,0.010,-180.000
