t_epoch_s,dt_ms,hz,x_mm,y_mm,z_mm,rz_deg,ry_deg,rx_deg
956789270.127482,-79.390,547.529,198.773,-106.505,0.012,179.997
956789270.193459,-79.267,547.623,198.795,-106.547,0.012,179.997
956789270.260471,-79.142,547.715,198.815,-106.591,0.012,179.997
956789270.327506,-79.018,547.809,198.836,-106.634,0.012,179.997
956789270.393540,-78.897,547.899,198.858,-106.675,0.012,179.997
956789270.460480,-78.774,547.993,198.877,-106.718,0.012,179.997
956789270.527476,-78.649,548.088,198.897,-106.761,0.012,179.997
956789270.593527,-78.526,548.178,198.919,-106.803,0.012,179.997
956789270.660480,-78.401,548.272,198.938,-106.847,0.012,179.997
956789270.727543,-78.276,548.367,198.961,-106.890,0.012,179.997
956789270.793526,-78.155,548.460,198.982,-106.932,0.012,179.997
956789270.860425,-78.030,548.556,199.003,-106.976,0.012,179.997
956789270.926466,-77.907,548.647,199.024,-107.018,0.012,179.997
956789270.993532,-77.782,548.742,199.046,-107.062,0.012,179.997
956789271.060495,-77.656,548.837,199.067,-107.105,0.012,179.997
956789271.127430,-77.531,548.933,199.088,-107.148,0.012,179.997
956789271.195572,-77.401,549.033,199.110,-107.193,0.013,179.997
956789271.260529,-77.282,549.122,199.131,-107.234,0.013,179.997
956789271.327501,-77.161,549.213,199.151,-107.276,0.012,179.997
956789271.393525,-77.038,549.305,199.173,-107.319,0.012,179.997
956789271.460460,-76.912,549.399,199.192,-107.362,0.012,179.997
956789271.526447,-76.789,549.490,199.213,-107.405,0.012,179.997
956789271.593483,-76.663,549.586,199.234,-107.448,0.012,179.997
956789271.660466,-76.537,549.680,199.254,-107.492,0.012,179.997
956789271.726478,-76.416,549.774,199.275,-107.534,0.012,179.997
956789271.793517,-76.293,549.866,199.296,-107.577,0.012,179.997
956789271.861298,-76.169,549.960,199.319,-107.620,0.012,179.997
956789271.926483,-76.050,550.051,199.339,-107.662,0.012,179.997
956789271.993506,-75.928,550.144,199.360,-107.704,0.012,179.997
956789272.060464,-75.805,550.239,199.381,-107.747,0.012,179.997
956789272.129454,-75.676,550.336,199.403,-107.792,0.012,179.997
956789272.195501,-75.555,550.428,199.425,-107.834,0.012,179.997
956789272.261425,-75.431,550.523,199.446,-107.877,0.012,179.997
956789272.327495,-75.309,550.616,199.467,-107.920,0.012,179.997
956789272.393415,-75.190,550.708,199.486,-107.961,0.012,179.997
956789272.460482,-75.066,550.802,199.509,-108.005,0.012,179.997
956789272.530549,-74.935,550.901,199.529,-108.050,0.012,179.997
956789272.595590,-74.815,550.992,199.549,-108.092,0.012,179.997
956789272.660585,-74.696,551.083,199.571,-108.134,0.012,179.997
956789272.726569,-74.576,551.176,199.589,-108.175,0.012,179.997
956789272.793495,-74.452,551.270,199.610,-108.218,0.012,179.997
956789272.860501,-74.330,551.361,199.631,-108.261,0.012,179.997
956789272.926470,-74.211,551.453,199.651,-108.302,0.012,179.997
956789272.993514,-74.086,551.549,199.673,-108.346,0.012,179.997
956789273.060929,-73.962,551.645,199.694,-108.389,0.012,179.997
956789273.126544,-73.840,551.736,199.715,-108.431,0.012,179.997
956789273.193524,-73.715,551.831,199.737,-108.474,0.012,179.997
956789273.259474,-73.591,551.926,199.759,-108.517,0.012,179.997
956789273.326561,-73.466,552.019,199.782,-108.561,0.012,179.997
956789273.393600,-73.342,552.112,199.802,-108.604,0.012,179.997
956789273.459538,-73.220,552.205,199.823,-108.646,0.012,179.997
956789273.526524,-73.095,552.299,199.844,-108.689,0.012,179.997
956789273.592498,-72.975,552.392,199.865,-108.731,0.012,179.997
956789273.660493,-72.848,552.486,199.886,-108.775,0.012,179.997
956789273.727541,-72.726,552.577,199.906,-108.818,0.012,179.997
956789273.793558,-72.603,552.670,199.926,-108.860,0.012,179.997
956789273.860623,-72.478,552.766,199.949,-108.903,0.012,179.997
956789273.928555,-72.351,552.864,199.972,-108.947,0.012,179.997
956789273.993618,-72.229,552.955,199.993,-108.989,0.012,179.997
956789274.059481,-72.108,553.047,200.014,-109.032,0.012,179.997
956789274.126468,-71.983,553.142,200.036,-109.075,0.012,179.996
956789274.193510,-71.858,553.238,200.057,-109.118,0.012,179.996
956789274.259586,-71.733,553.334,200.078,-109.162,0.012,179.997
956789274.327421,-71.606,553.429,200.101,-109.206,0.012,179.996
956789274.393517,-71.483,553.521,200.122,-109.249,0.012,179.996
956789274.460548,-71.360,553.615,200.143,-109.291,0.012,179.996
956789274.526500,-71.237,553.708,200.165,-109.334,0.012,179.996
956789274.593482,-71.112,553.804,200.186,-109.377,0.012,179.996
956789274.660576,-70.987,553.898,200.208,-109.420,0.012,179.996
956789274.726494,-70.864,553.990,200.228,-109.463,0.012,179.996
956789274.793494,-70.738,554.085,200.249,-109.506,0.012,179.996
956789274.860580,-70.613,554.181,200.270,-109.549,0.012,179.997
956789274.926478,-70.490,554.276,200.291,-109.592,0.012,179.997
956789274.992477,-70.369,554.367,200.311,-109.634,0.012,179.996
956789275.059602,-70.245,554.462,200.334,-109.677,0.012,179.996
956789275.127490,-70.120,554.559,200.357,-109.721,0.012,179.996
956789275.194545,-69.999,554.653,200.380,-109.764,0.012,179.996
956789275.261515,-69.875,554.749,200.399,-109.807,0.012,179.996
956789275.326547,-69.757,554.838,200.421,-109.848,0.012,179.996
956789275.393490,-69.635,554.931,200.442,-109.891,0.012,179.996
956789275.460554,-69.512,555.026,200.464,-109.933,0.012,179.996
956789275.527575,-69.388,555.122,200.485,-109.977,0.012,179.996
956789275.593603,-69.269,555.214,200.507,-110.018,0.012,179.996
956789275.660548,-69.146,555.308,200.528,-110.061,0.012,179.996
956789275.727489,-69.022,555.402,200.548,-110.104,0.012,179.996
956789275.793507,-68.901,555.496,200.571,-110.147,0.012,179.996
956789275.860575,-68.777,555.591,200.590,-110.190,0.012,179.996
956789275.926504,-68.655,555.687,200.612,-110.233,0.012,179.996
956789275.993496,-68.529,555.782,200.634,-110.277,0.012,179.996
956789276.060615,-68.408,555.874,200.655,-110.319,0.012,179.996
956789276.126512,-68.286,555.968,200.678,-110.362,0.012,179.996
956789276.193509,-68.162,556.064,200.699,-110.405,0.012,179.996
956789276.260582,-68.038,556.161,200.721,-110.448,0.012,179.996
956789276.326531,-67.916,556.252,200.743,-110.490,0.012,179.996
956789276.393816,-67.792,556.347,200.765,-110.534,0.012,179.996
956789276.460556,-67.670,556.441,200.785,-110.576,0.012,179.996
956789276.526523,-67.549,556.532,200.806,-110.618,0.012,179.996
956789276.594551,-67.422,556.627,200.828,-110.663,0.012,179.996
956789276.659475,-67.307,556.714,200.849,-110.703,0.012,179.996
956789276.726504,-67.183,556.809,200.870,-110.746,0.012,179.996
956789276.793494,-67.059,556.905,200.893,-110.789,0.012,179.996
956789276.860467,-66.934,556.998,200.916,-110.832,0.012,179.996
956789276.926488,-66.812,557.090,200.938,-110.874,0.012,179.996
956789276.993511,-66.688,557.185,200.959,-110.918,0.012,179.996
956789277.060494,-66.564,557.281,200.982,-110.961,0.013,179.996
956789277.126560,-66.441,557.375,201.004,-111.003,0.013,179.996
956789277.193514,-66.317,557.468,201.027,-111.047,0.013,179.996
956789277.260495,-66.192,557.563,201.046,-111.090,0.012,179.996
956789277.326476,-66.070,557.656,201.067,-111.132,0.012,179.996
956789277.393511,-65.945,557.751,201.090,-111.176,0.013,179.996
956789277.459454,-65.823,557.846,201.111,-111.218,0.013,179.996
956789277.526499,-65.701,557.938,201.132,-111.262,0.012,179.996
956789277.593504,-65.576,558.033,201.154,-111.305,0.012,179.996
956789277.660443,-65.451,558.127,201.175,-111.348,0.012,179.996
956789277.727524,-65.326,558.222,201.198,-111.392,0.013,179.996
956789277.793545,-65.204,558.316,201.220,-111.434,0.012,179.996
956789277.860480,-65.081,558.407,201.242,-111.477,0.012,179.996
956789277.928619,-64.954,558.501,201.264,-111.521,0.012,179.996
956789277.995557,-64.831,558.597,201.287,-111.563,0.013,179.996
956789278.059489,-64.713,558.687,201.308,-111.605,0.013,179.996
956789278.126484,-64.588,558.784,201.330,-111.648,0.013,179.996
956789278.193537,-64.463,558.878,201.352,-111.691,0.013,179.996
956789278.260480,-64.338,558.972,201.374,-111.734,0.013,179.996
956789278.326534,-64.215,559.066,201.395,-111.777,0.013,179.996
956789278.393544,-64.089,559.162,201.417,-111.820,0.013,179.996
956789278.460475,-63.964,559.258,201.439,-111.864,0.013,179.996
956789278.526492,-63.841,559.351,201.462,-111.906,0.013,179.996
956789278.593488,-63.718,559.446,201.482,-111.949,0.013,179.996
956789278.660461,-63.595,559.540,201.505,-111.993,0.013,179.996
956789278.726429,-63.474,559.633,201.527,-112.035,0.013,179.996
956789278.793539,-63.351,559.729,201.549,-112.078,0.013,179.996
956789278.860490,-63.228,559.823,201.571,-112.121,0.013,179.996
956789278.926542,-63.107,559.916,201.593,-112.164,0.013,179.996
956789278.993445,-62.983,560.010,201.616,-112.207,0.013,179.996
956789279.060576,-62.860,560.106,201.635,-112.250,0.013,179.996
956789279.126658,-62.739,560.200,201.658,-112.292,0.013,179.996
956789279.193459,-62.615,560.293,201.678,-112.335,0.013,179.996
956789279.262587,-62.487,560.390,201.700,-112.381,0.013,179.996
956789279.329392,-62.364,560.485,201.723,-112.423,0.013,179.996
956789279.393536,-62.245,560.576,201.744,-112.465,0.013,179.996
956789279.460485,-62.121,560.672,201.766,-112.508,0.013,179.996
956789279.526578,-62.000,560.763,201.787,-112.551,0.013,179.996
956789279.593523,-61.876,560.857,201.810,-112.594,0.013,179.996
956789279.659457,-61.755,560.949,201.832,-112.636,0.012,179.996
956789279.726523,-61.631,561.045,201.854,-112.680,0.012,179.996
956789279.793533,-61.507,561.142,201.876,-112.723,0.013,179.996
956789279.860474,-61.386,561.233,201.897,-112.765,0.012,179.996
956789279.926586,-61.265,561.325,201.919,-112.807,0.012,179.996
956789279.993472,-61.141,561.420,201.941,-112.851,0.012,179.996
956789280.060518,-61.017,561.516,201.963,-112.894,0.012,179.996
956789280.126476,-60.895,561.609,201.984,-112.936,0.012,179.996
956789280.193616,-60.771,561.703,202.007,-112.980,0.012,179.996
956789280.260503,-60.647,561.796,202.030,-113.023,0.012,179.996
956789280.326460,-60.525,561.890,202.053,-113.065,0.012,179.996
956789280.393619,-60.401,561.985,202.075,-113.108,0.012,179.996
956789280.460521,-60.277,562.081,202.097,-113.152,0.012,179.996
956789280.526486,-60.155,562.173,202.119,-113.194,0.012,179.996
956789280.595585,-60.026,562.271,202.143,-113.239,0.012,179.996
956789280.659476,-59.909,562.360,202.166,-113.280,0.012,179.996
956789280.726506,-59.784,562.456,202.186,-113.323,0.012,179.996
956789280.793643,-59.660,562.552,202.209,-113.367,0.012,179.996
956789280.859453,-59.538,562.644,202.231,-113.409,0.012,179.996
956789280.926495,-59.414,562.738,202.255,-113.452,0.012,179.996
956789280.993534,-59.289,562.833,202.275,-113.496,0.012,179.996
956789281.060498,-59.164,562.929,202.298,-113.539,0.012,179.996
956789281.126527,-59.042,563.023,202.320,-113.582,0.012,179.996
956789281.193601,-58.920,563.116,202.343,-113.625,0.012,179.996
956789281.260477,-58.798,563.208,202.365,-113.667,0.012,179.996
956789281.326476,-58.675,563.301,202.388,-113.710,0.012,179.996
956789281.392518,-58.553,563.395,202.410,-113.752,0.012,179.996
956789281.459447,-58.428,563.490,202.433,-113.796,0.012,179.996
956789281.526472,-58.303,563.583,202.456,-113.839,0.012,179.996
956789281.592523,-58.181,563.676,202.479,-113.882,0.012,179.996
956789281.661446,-58.051,563.775,202.502,-113.926,0.012,179.996
956789281.726591,-57.931,563.866,202.524,-113.968,0.012,179.996
956789281.793525,-57.806,563.962,202.548,-114.012,0.012,179.996
956789281.859466,-57.684,564.054,202.571,-114.054,0.012,179.996
956789281.926439,-57.559,564.148,202.593,-114.097,0.012,179.996
956789281.992592,-57.436,564.241,202.613,-114.140,0.012,179.996
956789282.059489,-57.313,564.334,202.635,-114.183,0.012,179.996
956789282.125485,-57.190,564.428,202.657,-114.225,0.012,179.996
956789282.193517,-57.065,564.523,202.681,-114.269,0.012,179.996
956789282.259476,-56.945,564.616,202.704,-114.311,0.012,179.996
956789282.326483,-56.822,564.710,202.727,-114.354,0.012,179.996
956789282.392506,-56.703,564.802,202.750,-114.396,0.012,179.996
956789282.460486,-56.580,564.899,202.770,-114.439,0.012,179.996
956789282.525524,-56.464,564.986,202.792,-114.480,0.012,179.996
956789282.592529,-56.344,565.078,202.815,-114.522,0.012,179.996
956789282.659552,-56.220,565.173,202.836,-114.565,0.012,179.996
956789282.726516,-56.097,565.269,202.860,-114.608,0.012,179.996
956789282.792501,-55.976,565.363,202.883,-114.651,0.012,179.995
956789282.859477,-55.853,565.456,202.905,-114.694,0.012,179.996
956789282.926495,-55.730,565.551,202.929,-114.737,0.012,179.996
956789282.993524,-55.606,565.645,202.952,-114.780,0.012,179.996
956789283.059512,-55.485,565.738,202.974,-114.823,0.012,179.996
956789283.126493,-55.362,565.834,202.996,-114.866,0.012,179.996
956789283.192541,-55.241,565.926,203.019,-114.908,0.012,179.996
956789283.259591,-55.117,566.020,203.042,-114.952,0.012,179.996
956789283.326535,-54.996,566.113,203.064,-114.994,0.012,179.996
956789283.392586,-54.875,566.207,203.087,-115.036,0.012,179.996
956789283.459472,-54.753,566.301,203.111,-115.079,0.012,179.996
956789283.525592,-54.632,566.392,203.134,-115.121,0.012,179.996
956789283.592608,-54.508,566.486,203.157,-115.165,0.012,179.995
956789283.658469,-54.389,566.577,203.180,-115.206,0.012,179.995
956789283.725585,-54.266,566.673,203.200,-115.249,0.012,179.995
956789283.793533,-54.142,566.770,203.223,-115.293,0.012,179.996
956789283.859476,-54.023,566.859,203.246,-115.334,0.012,179.996
956789283.926518,-53.899,566.953,203.269,-115.377,0.012,179.996
956789283.992575,-53.780,567.044,203.292,-115.419,0.012,179.995
956789284.059479,-53.656,567.140,203.312,-115.462,0.012,179.996
956789284.126482,-53.531,567.236,203.335,-115.505,0.011,179.996
956789284.192543,-53.410,567.327,203.358,-115.547,0.011,179.996
956789284.259476,-53.286,567.421,203.379,-115.591,0.011,179.996
956789284.326436,-53.162,567.515,203.404,-115.634,0.011,179.996
956789284.394688,-53.037,567.611,203.426,-115.677,0.011,179.996
956789284.459462,-52.918,567.702,203.448,-115.719,0.011,179.996
956789284.526498,-52.794,567.796,203.471,-115.762,0.011,179.996
956789284.593532,-52.670,567.889,203.495,-115.805,0.011,179.996
956789284.659457,-52.548,567.983,203.518,-115.848,0.011,179.996
956789284.726542,-52.426,568.078,203.540,-115.891,0.011,179.996
956789284.793486,-52.301,568.173,203.563,-115.934,0.011,179.996
956789284.859451,-52.177,568.265,203.588,-115.977,0.011,179.996
956789284.926499,-52.055,568.359,203.609,-116.020,0.011,179.996
956789284.993584,-51.930,568.453,203.633,-116.064,0.011,179.996
956789285.060510,-51.805,568.549,203.656,-116.107,0.011,179.996
956789285.126569,-51.683,568.643,203.681,-116.150,0.011,179.996
956789285.193538,-51.559,568.737,203.702,-116.193,0.011,179.996
956789285.259485,-51.436,568.829,203.724,-116.236,0.011,179.996
956789285.326476,-51.312,568.923,203.748,-116.279,0.011,179.996
956789285.393496,-51.187,569.019,203.769,-116.322,0.011,179.996
956789285.460456,-51.062,569.114,203.793,-116.366,0.011,179.996
956789285.526523,-50.940,569.206,203.815,-116.408,0.011,179.996
956789285.592534,-50.817,569.298,203.837,-116.451,0.011,179.996
956789285.659446,-50.692,569.392,203.862,-116.494,0.011,179.996
956789285.726601,-50.570,569.487,203.883,-116.537,0.011,179.996
956789285.792553,-50.452,569.579,203.906,-116.579,0.011,179.996
956789285.861473,-50.322,569.679,203.930,-116.624,0.011,179.996
956789285.926520,-50.204,569.769,203.954,-116.665,0.011,179.996
956789285.992476,-50.081,569.861,203.977,-116.708,0.011,179.996
956789286.059512,-49.956,569.957,204.001,-116.752,0.011,179.996
956789286.125523,-49.833,570.052,204.025,-116.795,0.011,179.996
956789286.193571,-49.707,570.150,204.048,-116.839,0.011,179.996
956789286.260461,-49.582,570.249,204.072,-116.883,0.011,179.996
956789286.326556,-49.461,570.341,204.096,-116.926,0.011,179.996
956789286.392537,-49.341,570.433,204.119,-116.968,0.011,179.996
956789286.459515,-49.218,570.528,204.142,-117.011,0.011,179.996
956789286.525553,-49.097,570.621,204.165,-117.053,0.011,179.996
956789286.592528,-48.974,570.717,204.189,-117.096,0.011,179.996
956789286.659503,-48.850,570.810,204.214,-117.139,0.011,179.996
956789286.726540,-48.727,570.905,204.235,-117.183,0.010,179.996
956789286.792558,-48.606,570.998,204.259,-117.225,0.011,179.996
956789286.859517,-48.483,571.094,204.281,-117.268,0.011,179.996
956789286.925487,-48.362,571.188,204.305,-117.311,0.010,179.996
956789286.992528,-48.238,571.281,204.329,-117.354,0.010,179.996
956789287.059560,-48.115,571.376,204.350,-117.397,0.010,179.996
956789287.126541,-47.992,571.470,204.374,-117.440,0.010,179.996
956789287.192530,-47.870,571.563,204.396,-117.483,0.010,179.996
956789287.259457,-47.747,571.658,204.421,-117.526,0.010,179.996
956789287.326523,-47.623,571.751,204.445,-117.569,0.010,179.996
956789287.392508,-47.502,571.843,204.469,-117.611,0.010,179.996
956789287.459547,-47.379,571.937,204.492,-117.655,0.010,179.996
956789287.526446,-47.257,572.031,204.516,-117.697,0.010,179.996
956789287.592500,-47.138,572.123,204.540,-117.739,0.010,179.996
956789287.659472,-47.015,572.216,204.563,-117.782,0.010,179.996
956789287.726500,-46.891,572.311,204.584,-117.825,0.010,179.996
956789287.792530,-46.769,572.403,204.608,-117.867,0.010,179.996
956789287.859487,-46.646,572.498,204.631,-117.911,0.010,179.996
956789287.926526,-46.522,572.593,204.655,-117.954,0.009,179.996
956789287.993483,-46.398,572.685,204.680,-117.997,0.009,179.996
956789288.060506,-46.276,572.778,204.702,-118.040,0.009,179.996
956789288.126489,-46.155,572.871,204.727,-118.082,0.010,179.996
956789288.193543,-46.030,572.966,204.749,-118.125,0.009,179.996
956789288.260458,-45.906,573.060,204.774,-118.169,0.009,179.996
956789288.326505,-45.784,573.155,204.798,-118.211,0.009,179.996
956789288.399680,-45.655,573.255,204.823,-118.257,0.009,179.996
956789288.460560,-45.543,573.341,204.844,-118.296,0.009,179.996
956789288.527228,-45.424,573.431,204.868,-118.337,0.009,179.996
956789288.594566,-45.302,573.527,204.894,-118.380,0.010,179.996
956789288.661538,-45.177,573.624,204.915,-118.424,0.009,179.996
956789288.726496,-45.056,573.713,204.937,-118.466,0.009,179.996
956789288.793496,-44.933,573.808,204.962,-118.509,0.009,179.996
956789288.859481,-44.811,573.901,204.985,-118.551,0.009,179.996
